session_id,session_date,from_pos,from_task,to_task,max_gap,long_pole_device,mic_gap,n_contributing_devices
3130,2026-03-17,7,saccades_horizontal_obs_1,saccades_vertical_obs_1,17.0,Eyelink_1,8.0,12
3130,2026-03-17,8,saccades_vertical_obs_1,break_video_obs_1,15.0,Eyelink_1,4.0,12
3130,2026-03-17,9,break_video_obs_1,progress_bar_obs_2,14.0,Intel_D455_3,6.0,12
3130,2026-03-17,10,progress_bar_obs_2,intro_cog_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3130,2026-03-17,11,intro_cog_obs_1,MOT_obs_1,15.0,Eyelink_1,4.0,3
3130,2026-03-17,12,MOT_obs_1,DSC_obs,25.0,Eyelink_1,5.0,12
3130,2026-03-17,13,DSC_obs,hevelius_obs,16.0,Eyelink_1,6.0,12
3130,2026-03-17,14,hevelius_obs,break_video_obs_2,16.0,Eyelink_1,6.0,12
3130,2026-03-17,15,break_video_obs_2,progress_bar_obs_3,12.0,Intel_D455_2,5.0,12
3130,2026-03-17,16,progress_bar_obs_3,intro_speech_obs_1,6.0,Mic_Yeti_dev_1,6.0,1
3130,2026-03-17,17,intro_speech_obs_1,passage_obs_1,13.0,Eyelink_1,6.0,3
3130,2026-03-17,18,passage_obs_1,picture_description_obs_1,15.0,Eyelink_1,8.0,12
3130,2026-03-17,19,picture_description_obs_1,ahh_obs_1,14.0,Eyelink_1,6.0,12
3130,2026-03-17,20,ahh_obs_1,break_video_obs_3,12.0,Eyelink_1,7.0,12
3130,2026-03-17,21,break_video_obs_3,coord_pause_obs_1,14.0,Eyelink_1,6.0,12
3130,2026-03-17,22,coord_pause_obs_1,finger_nose_obs_1,5.0,Mic_Yeti_dev_1,5.0,1
3130,2026-03-17,23,finger_nose_obs_1,foot_tapping_obs_1,11.0,Intel_D455_2,5.0,10
3130,2026-03-17,24,foot_tapping_obs_1,altern_hand_mov_obs_1,13.0,Intel_D455_2,7.0,10
3130,2026-03-17,25,altern_hand_mov_obs_1,coord_pause_obs_2,14.0,Intel_D455_3,5.0,10
3130,2026-03-17,26,coord_pause_obs_2,sit_to_stand_obs,4.0,Mic_Yeti_dev_1,4.0,1
3131,2026-03-18,0,intro_sess_obs_1,progress_bar_obs_1,11.0,Eyelink_1,6.0,3
3131,2026-03-18,1,progress_bar_obs_1,intro_occulo_obs_1,6.0,Mic_Yeti_dev_1,6.0,1
3131,2026-03-18,2,intro_occulo_obs_1,calibration_obs_1,7.0,IPhone_dev_1,5.0,2
3131,2026-03-18,3,calibration_obs_1,pursuit_obs,11.0,IPhone_dev_1,9.0,3
3131,2026-03-18,4,pursuit_obs,fixation_no_target_obs_1,13.0,Eyelink_1,2.0,12
3131,2026-03-18,5,fixation_no_target_obs_1,gaze_holding_obs_1,15.0,Eyelink_1,6.0,12
3131,2026-03-18,6,gaze_holding_obs_1,saccades_horizontal_obs_1,12.0,Eyelink_1,6.0,12
3131,2026-03-18,7,saccades_horizontal_obs_1,saccades_vertical_obs_1,16.0,Eyelink_1,7.0,12
3131,2026-03-18,8,saccades_vertical_obs_1,break_video_obs_1,16.0,Eyelink_1,5.0,12
3131,2026-03-18,9,break_video_obs_1,progress_bar_obs_2,14.0,Intel_D455_3,5.0,12
3131,2026-03-18,10,progress_bar_obs_2,intro_cog_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3131,2026-03-18,11,intro_cog_obs_1,MOT_obs_1,16.0,Eyelink_1,5.0,3
3131,2026-03-18,12,MOT_obs_1,DSC_obs,19.0,Eyelink_1,4.0,12
3131,2026-03-18,13,DSC_obs,hevelius_obs,18.0,Eyelink_1,7.0,12
3131,2026-03-18,14,hevelius_obs,break_video_obs_2,13.0,Eyelink_1,1.0,12
3131,2026-03-18,15,break_video_obs_2,progress_bar_obs_3,12.0,Intel_D455_3,4.0,12
3131,2026-03-18,16,progress_bar_obs_3,intro_speech_obs_1,6.0,Mic_Yeti_dev_1,6.0,1
3131,2026-03-18,17,intro_speech_obs_1,passage_obs_1,14.0,Eyelink_1,6.0,3
3131,2026-03-18,18,passage_obs_1,picture_description_obs_1,13.0,Eyelink_1,4.0,12
3131,2026-03-18,19,picture_description_obs_1,ahh_obs_1,14.0,Eyelink_1,6.0,12
3131,2026-03-18,20,ahh_obs_1,break_video_obs_3,15.0,Eyelink_1,7.0,12
3131,2026-03-18,21,break_video_obs_3,coord_pause_obs_1,18.0,Eyelink_1,8.0,12
3131,2026-03-18,22,coord_pause_obs_1,finger_nose_obs_1,3.0,Mic_Yeti_dev_1,3.0,1
3131,2026-03-18,23,finger_nose_obs_1,foot_tapping_obs_1,13.0,Intel_D455_3,4.0,10
3131,2026-03-18,24,foot_tapping_obs_1,altern_hand_mov_obs_1,13.0,Intel_D455_3,6.0,10
3131,2026-03-18,25,altern_hand_mov_obs_1,coord_pause_obs_2,14.0,Intel_D455_2,7.0,10
3131,2026-03-18,26,coord_pause_obs_2,sit_to_stand_obs,5.0,Mic_Yeti_dev_1,5.0,1
3132,2026-03-18,0,intro_sess_obs_1,progress_bar_obs_1,10.0,Eyelink_1,6.0,3
3132,2026-03-18,1,progress_bar_obs_1,intro_occulo_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3132,2026-03-18,2,intro_occulo_obs_1,calibration_obs_1,7.0,IPhone_dev_1,5.0,2
3132,2026-03-18,3,calibration_obs_1,pursuit_obs,8.0,FLIR_blackfly_1,6.0,3
3132,2026-03-18,4,pursuit_obs,fixation_no_target_obs_1,18.0,Eyelink_1,8.0,12
3132,2026-03-18,5,fixation_no_target_obs_1,gaze_holding_obs_1,13.0,Eyelink_1,7.0,12
3132,2026-03-18,6,gaze_holding_obs_1,saccades_horizontal_obs_1,14.0,Eyelink_1,5.0,12
3132,2026-03-18,7,saccades_horizontal_obs_1,saccades_vertical_obs_1,67.0,Eyelink_1,5.0,12
3132,2026-03-18,8,saccades_vertical_obs_1,break_video_obs_1,20.0,Eyelink_1,6.0,12
3132,2026-03-18,9,break_video_obs_1,progress_bar_obs_2,15.0,Intel_D455_3,6.0,12
3132,2026-03-18,10,progress_bar_obs_2,intro_cog_obs_1,6.0,Mic_Yeti_dev_1,6.0,1
3132,2026-03-18,11,intro_cog_obs_1,MOT_obs_1,13.0,Eyelink_1,4.0,3
3132,2026-03-18,12,MOT_obs_1,DSC_obs,26.0,Eyelink_1,6.0,12
3132,2026-03-18,13,DSC_obs,hevelius_obs,19.0,Eyelink_1,6.0,12
3132,2026-03-18,14,hevelius_obs,break_video_obs_2,16.0,Eyelink_1,4.0,12
3132,2026-03-18,15,break_video_obs_2,progress_bar_obs_3,15.0,Intel_D455_2,7.0,12
3132,2026-03-18,16,progress_bar_obs_3,intro_speech_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3132,2026-03-18,17,intro_speech_obs_1,passage_obs_1,12.0,Eyelink_1,5.0,3
3132,2026-03-18,18,passage_obs_1,picture_description_obs_1,18.0,Eyelink_1,8.0,12
3132,2026-03-18,19,picture_description_obs_1,ahh_obs_1,15.0,Eyelink_1,4.0,12
3132,2026-03-18,20,ahh_obs_1,break_video_obs_3,15.0,Eyelink_1,6.0,12
3132,2026-03-18,21,break_video_obs_3,coord_pause_obs_1,17.0,Eyelink_1,5.0,12
3132,2026-03-18,22,coord_pause_obs_1,finger_nose_obs_1,5.0,Mic_Yeti_dev_1,5.0,1
3132,2026-03-18,23,finger_nose_obs_1,foot_tapping_obs_1,14.0,Intel_D455_2,7.0,10
3132,2026-03-18,24,foot_tapping_obs_1,altern_hand_mov_obs_1,14.0,Intel_D455_3,4.0,10
3132,2026-03-18,25,altern_hand_mov_obs_1,coord_pause_obs_2,11.0,Intel_D455_2,5.0,10
3132,2026-03-18,26,coord_pause_obs_2,sit_to_stand_obs,7.0,Mic_Yeti_dev_1,7.0,1
3133,2026-03-18,0,intro_sess_obs_1,progress_bar_obs_1,12.0,Eyelink_1,7.0,3
3133,2026-03-18,1,progress_bar_obs_1,intro_occulo_obs_1,6.0,Mic_Yeti_dev_1,6.0,1
3133,2026-03-18,2,intro_occulo_obs_1,calibration_obs_1,6.0,IPhone_dev_1,4.0,2
3133,2026-03-18,3,calibration_obs_1,pursuit_obs,7.0,FLIR_blackfly_1,5.0,3
3133,2026-03-18,4,pursuit_obs,fixation_no_target_obs_1,18.0,Eyelink_1,7.0,12
3133,2026-03-18,5,fixation_no_target_obs_1,gaze_holding_obs_1,15.0,Eyelink_1,5.0,12
3133,2026-03-18,6,gaze_holding_obs_1,saccades_horizontal_obs_1,15.0,Eyelink_1,7.0,12
3133,2026-03-18,7,saccades_horizontal_obs_1,saccades_vertical_obs_1,19.0,Eyelink_1,6.0,12
3133,2026-03-18,8,saccades_vertical_obs_1,break_video_obs_1,57.0,Eyelink_1,6.0,12
3133,2026-03-18,9,break_video_obs_1,progress_bar_obs_2,13.0,Intel_D455_3,6.0,12
3133,2026-03-18,10,progress_bar_obs_2,intro_cog_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3133,2026-03-18,11,intro_cog_obs_1,MOT_obs_1,12.0,Eyelink_1,4.0,3
3133,2026-03-18,12,MOT_obs_1,DSC_obs,26.0,Eyelink_1,4.0,12
3133,2026-03-18,13,DSC_obs,hevelius_obs,18.0,Eyelink_1,6.0,12
3133,2026-03-18,14,hevelius_obs,break_video_obs_2,17.0,Eyelink_1,7.0,12
3133,2026-03-18,15,break_video_obs_2,progress_bar_obs_3,13.0,Intel_D455_3,4.0,12
3133,2026-03-18,16,progress_bar_obs_3,intro_speech_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3133,2026-03-18,17,intro_speech_obs_1,passage_obs_1,13.0,Eyelink_1,5.0,3
3133,2026-03-18,18,passage_obs_1,picture_description_obs_1,16.0,Eyelink_1,7.0,12
3133,2026-03-18,19,picture_description_obs_1,ahh_obs_1,16.0,Eyelink_1,8.0,12
3133,2026-03-18,20,ahh_obs_1,break_video_obs_3,14.0,Eyelink_1,4.0,12
3133,2026-03-18,21,break_video_obs_3,coord_pause_obs_1,15.0,Eyelink_1,5.0,12
3133,2026-03-18,22,coord_pause_obs_1,finger_nose_obs_1,3.0,Mic_Yeti_dev_1,3.0,1
3133,2026-03-18,23,finger_nose_obs_1,foot_tapping_obs_1,13.0,Intel_D455_2,8.0,10
3133,2026-03-18,24,foot_tapping_obs_1,altern_hand_mov_obs_1,12.0,Intel_D455_2,7.0,10
3133,2026-03-18,25,altern_hand_mov_obs_1,coord_pause_obs_2,12.0,Intel_D455_3,6.0,10
3133,2026-03-18,26,coord_pause_obs_2,sit_to_stand_obs,6.0,Mic_Yeti_dev_1,6.0,1
3135,2026-03-19,0,intro_sess_obs_1,progress_bar_obs_1,8.0,Eyelink_1,4.0,3
3135,2026-03-19,1,progress_bar_obs_1,intro_occulo_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3135,2026-03-19,2,intro_occulo_obs_1,calibration_obs_1,6.0,IPhone_dev_1,5.0,2
3135,2026-03-19,5,fixation_no_target_obs_1,gaze_holding_obs_1,13.0,Eyelink_1,5.0,11
3135,2026-03-19,6,gaze_holding_obs_1,saccades_horizontal_obs_1,13.0,Eyelink_1,7.0,11
3135,2026-03-19,7,saccades_horizontal_obs_1,saccades_vertical_obs_1,18.0,Eyelink_1,7.0,11
3135,2026-03-19,8,saccades_vertical_obs_1,break_video_obs_1,16.0,Eyelink_1,7.0,11
3135,2026-03-19,9,break_video_obs_1,progress_bar_obs_2,13.0,Intel_D455_2,6.0,11
3135,2026-03-19,10,progress_bar_obs_2,intro_cog_obs_1,6.0,Mic_Yeti_dev_1,6.0,1
3135,2026-03-19,15,break_video_obs_2,progress_bar_obs_3,11.0,Eyelink_1,5.0,11
3135,2026-03-19,16,progress_bar_obs_3,intro_speech_obs_1,6.0,Mic_Yeti_dev_1,6.0,1
3135,2026-03-19,17,intro_speech_obs_1,passage_obs_1,12.0,Eyelink_1,6.0,3
3135,2026-03-19,18,passage_obs_1,picture_description_obs_1,15.0,Eyelink_1,4.0,11
3135,2026-03-19,19,picture_description_obs_1,ahh_obs_1,14.0,Eyelink_1,6.0,11
3135,2026-03-19,20,ahh_obs_1,break_video_obs_3,13.0,Eyelink_1,7.0,11
3135,2026-03-19,21,break_video_obs_3,coord_pause_obs_1,11.0,Eyelink_1,5.0,11
3135,2026-03-19,22,coord_pause_obs_1,finger_nose_obs_1,8.0,Mic_Yeti_dev_1,8.0,1
3135,2026-03-19,23,finger_nose_obs_1,foot_tapping_obs_1,12.0,Intel_D455_3,3.0,9
3135,2026-03-19,24,foot_tapping_obs_1,altern_hand_mov_obs_1,13.0,Intel_D455_3,5.0,9
3135,2026-03-19,25,altern_hand_mov_obs_1,coord_pause_obs_2,13.0,Intel_D455_3,6.0,9
3135,2026-03-19,26,coord_pause_obs_2,sit_to_stand_obs,4.0,Mic_Yeti_dev_1,4.0,1
3136,2026-03-19,0,intro_sess_obs_1,progress_bar_obs_1,10.0,Eyelink_1,6.0,3
3136,2026-03-19,1,progress_bar_obs_1,intro_occulo_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3136,2026-03-19,2,intro_occulo_obs_1,calibration_obs_1,7.0,IPhone_dev_1,5.0,2
3136,2026-03-19,5,fixation_no_target_obs_1,gaze_holding_obs_1,13.0,Eyelink_1,7.0,12
3136,2026-03-19,6,gaze_holding_obs_1,saccades_horizontal_obs_1,14.0,Eyelink_1,8.0,12
3136,2026-03-19,7,saccades_horizontal_obs_1,saccades_vertical_obs_1,18.0,Eyelink_1,6.0,12
3136,2026-03-19,8,saccades_vertical_obs_1,break_video_obs_1,19.0,Eyelink_1,8.0,12
3136,2026-03-19,9,break_video_obs_1,progress_bar_obs_2,11.0,Eyelink_1,5.0,3
3136,2026-03-19,10,progress_bar_obs_2,intro_cog_obs_1,8.0,Mic_Yeti_dev_1,8.0,1
3138,2026-03-19,0,intro_sess_obs_1,progress_bar_obs_1,9.0,Eyelink_1,5.0,3
3138,2026-03-19,1,progress_bar_obs_1,intro_occulo_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3138,2026-03-19,2,intro_occulo_obs_1,calibration_obs_1,6.0,IPhone_dev_1,5.0,2
3138,2026-03-19,5,fixation_no_target_obs_1,gaze_holding_obs_1,13.0,Eyelink_1,7.0,12
3138,2026-03-19,6,gaze_holding_obs_1,saccades_horizontal_obs_1,14.0,Eyelink_1,8.0,12
3138,2026-03-19,7,saccades_horizontal_obs_1,saccades_vertical_obs_1,15.0,Eyelink_1,8.0,12
3138,2026-03-19,8,saccades_vertical_obs_1,break_video_obs_1,16.0,Eyelink_1,7.0,12
3138,2026-03-19,9,break_video_obs_1,progress_bar_obs_2,15.0,Intel_D455_3,7.0,12
3138,2026-03-19,10,progress_bar_obs_2,intro_cog_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3139,2026-03-19,0,intro_sess_obs_1,progress_bar_obs_1,11.0,Eyelink_1,7.0,3
3139,2026-03-19,1,progress_bar_obs_1,intro_occulo_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3139,2026-03-19,2,intro_occulo_obs_1,calibration_obs_1,7.0,IPhone_dev_1,1595.0,2
3139,2026-03-19,5,fixation_no_target_obs_1,gaze_holding_obs_1,14.0,Eyelink_1,7.0,12
3139,2026-03-19,6,gaze_holding_obs_1,saccades_horizontal_obs_1,15.0,Eyelink_1,7.0,12
3139,2026-03-19,7,saccades_horizontal_obs_1,saccades_vertical_obs_1,15.0,Eyelink_1,7.0,12
3139,2026-03-19,8,saccades_vertical_obs_1,break_video_obs_1,17.0,Eyelink_1,8.0,12
3139,2026-03-19,9,break_video_obs_1,progress_bar_obs_2,14.0,Intel_D455_2,6.0,12
3139,2026-03-19,10,progress_bar_obs_2,intro_cog_obs_1,7.0,Mic_Yeti_dev_1,7.0,1
3139,2026-03-19,15,break_video_obs_2,progress_bar_obs_3,14.0,Eyelink_1,7.0,12
3139,2026-03-19,18,passage_obs_1,picture_description_obs_1,13.0,Eyelink_1,4.0,12
3139,2026-03-19,19,picture_description_obs_1,ahh_obs_1,12.0,Eyelink_1,5.0,12
3139,2026-03-19,20,ahh_obs_1,break_video_obs_3,14.0,Eyelink_1,4.0,12
3139,2026-03-19,21,break_video_obs_3,coord_pause_obs_1,13.0,Eyelink_1,7.0,12
3139,2026-03-19,22,coord_pause_obs_1,finger_nose_obs_1,8.0,Mic_Yeti_dev_1,8.0,1
3139,2026-03-19,23,finger_nose_obs_1,foot_tapping_obs_1,12.0,Intel_D455_3,5.0,10
3139,2026-03-19,24,foot_tapping_obs_1,altern_hand_mov_obs_1,11.0,Intel_D455_2,6.0,10
3139,2026-03-19,25,altern_hand_mov_obs_1,coord_pause_obs_2,11.0,Intel_D455_2,5.0,10
3139,2026-03-19,26,coord_pause_obs_2,sit_to_stand_obs,5.0,Mic_Yeti_dev_1,5.0,1
3140,2026-03-19,0,intro_sess_obs_1,progress_bar_obs_1,9.0,Eyelink_1,4.0,3
3140,2026-03-19,1,progress_bar_obs_1,intro_occulo_obs_1,6.0,Mic_Yeti_dev_1,6.0,1
3140,2026-03-19,2,intro_occulo_obs_1,calibration_obs_1,7.0,IPhone_dev_1,6.0,2
3140,2026-03-19,3,calibration_obs_1,pursuit_obs,6.0,FLIR_blackfly_1,5.0,3
3140,2026-03-19,4,pursuit_obs,fixation_no_target_obs_1,16.0,Eyelink_1,4.0,12
3140,2026-03-19,5,fixation_no_target_obs_1,gaze_holding_obs_1,13.0,Eyelink_1,7.0,12
3140,2026-03-19,6,gaze_holding_obs_1,saccades_horizontal_obs_1,14.0,Eyelink_1,8.0,12
3140,2026-03-19,7,saccades_horizontal_obs_1,saccades_vertical_obs_1,21.0,Eyelink_1,8.0,12
3140,2026-03-19,8,saccades_vertical_obs_1,break_video_obs_1,19.0,Eyelink_1,5.0,12
3140,2026-03-19,9,break_video_obs_1,progress_bar_obs_2,14.0,Intel_D455_2,7.0,12
3140,2026-03-19,10,progress_bar_obs_2,intro_cog_obs_1,6.0,Mic_Yeti_dev_1,6.0,1
3140,2026-03-19,11,intro_cog_obs_1,MOT_obs_1,13.0,Eyelink_1,5.0,3
3140,2026-03-19,12,MOT_obs_1,DSC_obs,17.0,Eyelink_1,1.0,12
3140,2026-03-19,13,DSC_obs,hevelius_obs,16.0,Eyelink_1,7.0,12
3140,2026-03-19,14,hevelius_obs,break_video_obs_2,12.0,Eyelink_1,4.0,12
3140,2026-03-19,15,break_video_obs_2,progress_bar_obs_3,14.0,Eyelink_1,7.0,12
3140,2026-03-19,16,progress_bar_obs_3,intro_speech_obs_1,6.0,Mic_Yeti_dev_1,6.0,1
3140,2026-03-19,17,intro_speech_obs_1,passage_obs_1,11.0,Eyelink_1,6.0,3
3140,2026-03-19,18,passage_obs_1,picture_description_obs_1,15.0,Eyelink_1,6.0,12
3140,2026-03-19,19,picture_description_obs_1,ahh_obs_1,14.0,Eyelink_1,8.0,12
3140,2026-03-19,20,ahh_obs_1,break_video_obs_3,14.0,Eyelink_1,7.0,12
3140,2026-03-19,21,break_video_obs_3,coord_pause_obs_1,16.0,Eyelink_1,7.0,12
3140,2026-03-19,22,coord_pause_obs_1,finger_nose_obs_1,5.0,Mic_Yeti_dev_1,5.0,1
3140,2026-03-19,23,finger_nose_obs_1,foot_tapping_obs_1,11.0,Intel_D455_2,4.0,10
3140,2026-03-19,24,foot_tapping_obs_1,altern_hand_mov_obs_1,11.0,Intel_D455_2,5.0,10
3140,2026-03-19,25,altern_hand_mov_obs_1,coord_pause_obs_2,13.0,Intel_D455_2,7.0,10
3140,2026-03-19,26,coord_pause_obs_2,sit_to_stand_obs,5.0,Mic_Yeti_dev_1,5.0,1
